COMMODITY,COMMODITY_DESCRIPTION,EXTENDED_DESCRIPTION,QUANTITY,UNIT_OF_MEASURE,UNIT_OF_MEAS_DESC,UNIT_PRICE,ITM_TOT_AM,MASTER_AGREEMENT,CONTRACT_NAME,PURCHASE_ORDER,AWARD_DATE,VENDOR_CODE,LGL_NM,AD_LN_1,AD_LN_2,CITY,ST,ZIP,CTRY
67052125030,COUPLING DI TWO BOLT EXTENDED RANGE 6 IN.,RC LN____ QTY DEL_____ P/F______ B/O_____ DEL DATE______,30.0,EA,Each,256.0,7680.0,MA7400GC110000004,material needed at awgbsc,DO220012092522526,09/25/2012,MSC6003170,SID TOOL CO INC,121 Interpark Blvd Ste 1203,,SAN ANTONIO,TX,78216,US
67070100005,VALVE GATE BRASS 3/4 IN WHEEL TYPE,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,48.0,EA,Each,8.45,405.6,MA2200GA130000053,Material needed at Glen Bell warehouse,DO220015102802078,10/28/2015,V00000909953,Texas Irrigation Supply,16816 CalPly Drive,,Round Rock,TX,78664,US
7450841,"EMULSIONS, ASPHALT",,51.948,GAL,Gallon,2.3,119.48,MA6200NA090000173,Ergon Asphalt/emulsified asphalt material,DO620011111002891,11/10/2011,ERG8309949,ERGON ASPHALT & EMULSIONS INC,11612 FM 2244 BLDG 1 STE 250,,AUSTIN,TX,78738-5516,US
28521,"Conduit and Fittings, Aluminum","Darralyn 512.505.7293 Buyer  Auto17840 Ln1 Pn513 Conduit, rigid aluminum per bidded specs RFQDNJ0206",400.0,FT,Foot,2.71,1084.0,,Conduit,PO110010082409287,08/24/2010,VS0000007190,"CRAWFORD ELECTRIC SUPPLY COMPANY, INC",6517 BURLESON RD,,AUSTIN,TX,78744,US
47509352011,"Triangular Bandage  Non sterile  40"" X 40"" X 56"" with  2 saf","B011   Triangular Bandage  Non-sterile. Dimensions: 40"" X 40"" X 56""   ADI Medical Item Number 23040",270.0,EA,Each,0.32,86.4,MA9300GA120000098,yellow blankets and tri bandages,DO930014102702107,10/27/2014,HEN8311513,HENRY SCHEIN INC,135 DURYEA RD E270,,MELVILLE,NY,11747-3834,US
71580,"Phonograph Records, Sound Tapes, etc. (Prepared)",,0.0,,,0.0,4188.44,MA8500NA120000155,"Baker & Taylor, CD, GF (393)",DO850014120204183,12/02/2014,BAK7043730,BAKER & TAYLOR INC,PRICING SERVICES,2550 W TYVOLA RD STE 300,CHARLOTTE,NC,28217-4543,US
20710,COMPUTER ACCESSORIES AND SUPPLIES,Panasonic FZ-VSTQ11U - hand strap  4013428  24071 - Quote #HFZJ031 - Contract #DIR-TSO-2520,2.0,EA,Each,70.0,140.0,MA5600NC160000003,"24071 - Laptops & Acc., - Austin Code",DO560016080517639,08/05/2016,CDW7127170,CDW GOVERNMENT INC,230 N MILWAUKEE AVENUE,,VERNON HILLS,IL,60061-9740,US
28586,"Transformers, Power Distribution (Incl. Fluid Fill","TRANSFORMER, DISTRIBUTION, SINGLE PHASE, PAD MOUNT, 75 KVA, 120/240 VOLT,  WITH BAYONET FUSING, PER SPEC E-1581 DATED 6/01/2009.  0-19522 REPLACES 0-7026",4.0,EA,Each,5030.0,20120.0,MA1100GA080000084,Critical materials Supply Arrangement,DOM1100MAX22634,05/11/2012,PRI3766500,PRIESTER-MELL & NICHOLSON INC,601 E 56TH ST,,AUSTIN,TX,78751-1404,US
3054258,"PLOTTER SUPPLIES, ENGINERING, XEROX OR EQUAL",Plotter Supplies,1.0,EA,Each,892.0,892.0,,Plotter Supplies,PO680010091009800,09/10/2010,AMC8315640,AMCAD & GRAPHICS  L P,3321 GARDENBROOK,,FARMERS BRANCH,TX,75234,US
2852610,"CONDUIT, STEEL, FLEXIBLE, U.L. APPROVED, STANDARD","TIES, PREFORMED FOR SINGLE PIN CONSTUCTION, FOR USE ON 55-4  CLASS INSULATOR.  On Qualified Products List EL210",100.0,EA,Each,5.7,570.0,MA1100GA080000084,Critical materials Supply Arrangement,DOM1100MAX62094,10/27/2016,PRI3766500,PRIESTER-MELL & NICHOLSON INC,601 E 56TH ST,,AUSTIN,TX,78751-1404,US
43092,"Welding and Industrial Gases: Acetylene, Argon, Ca",Industrial Gases for AWU at Meter Shop,0.0,,,0.0,25.0,MA2200GA090000120,rental cyliner....lunar,DO220011061018619,06/10/2011,AIR6120340,AIRGAS SOUTHWEST INC,11111 N LAMAR BLVD,,AUSTIN,TX,78753-3058,US
34580100009,RESPIRATOR CARTRIDGE MSA MULTI PURPOSE NO. GME H,RC LN___ QTY DEL____ P/F___ B/O____ DEL DATE_______,1.0,PK,Pack,48.68,48.68,MA7400GC110000003,material needed at awgbsc,DO220013031910678,03/19/2013,WWG2097000,W W GRAINGER INC,7950 Research Blvd. Ste 101,,AUSTIN,TX,78758-8425,US
40531,"Lubricants, Industrial Type","industrial lubricants, MOBIL brand only.  DTE 732",0.0,,,0.0,4962.84,MA2200GA120000017,lubricants,DO220013062816602,06/28/2013,ALL0141000,TEXAS ENTERPRISES INC,PO BOX 6116,,AUSTIN,TX,78762-6116,US
39330570004,BEVERAGE ELECTROLYTE REPLACEMENT MIX SUGAR FREE LEMON,RC LN______QTY DEL______P/F____B/O____DEL DATE________,2.0,PK,Pack,15.36,30.72,,material needed at awgbsc,PO220013061204685,06/18/2013,ACE7163805,HAVERDA ENTERPRISES INC,5005 E BEN WHITE BLVD,,AUSTIN,TX,78741-7301,US
20084117005,SHIRT T ASH L/S SIZE 2XLARGE,,144.0,EA,Each,7.5,1080.0,MA7400NA070000169,STOCK,DO740009123107816,12/31/2009,CUS8310674,CUSTOM APPAREL L L C,PO BOX 421,,MOUNT FREEDOM,NJ,07970-0421,US
2857484,"SCREWS, LAG, GALVANIZED STEEL","AUTO17719, 6, 9796",8.0,EA,Each,27.8,222.4,MA1100GA080000080,"St. Elmo, GA080000080, Techline",DO110010060822230,06/08/2010,TEC4570250,TECHLINE INC,9609 BECK CIR,,AUSTIN,TX,78758,US
12083,Scuba and Skin Diving Equipment,"14, Labor per stage @ $25.00, Total $350.00",0.0,,,0.0,350.0,MA8700NA140000072,"GFFM Visor W/ABV Value, Maintenance",DO870014122605713,12/26/2014,TOM4661000,THE ROSEBERRY FINANCIAL GROUP INC,5909 BURNET RD,,AUSTIN,TX,78757-3224,US
2204336,GLOBAL POSITIONING SYSTEM,"ID #4090, Rover Name:  ciaustin1",0.0,,,0.0,750.0,,"renewal SmartNet NR TK Texas subscription, C Adams",PO630013090906363,09/09/2013,VS0000017243,G4 SPATIAL TECHNOLOGIES LLC,513 W 6TH ST,,AUSTIN,TX,78701,US
2852614,"CONDUIT, STEEL, GALVANIZED, RIGID, ZINC COATED, HO","CONNECTOR, COMPRESSION SELF-INSULATED, SERVICE.  CONNECTOR SIZE #4-6/1  ACSR TO #6 STRANDED COPPER.  METALLIC LINKIT SHALL BE OF HIGH CONDUCT-  TIVITY ALUMINUM AND BE A MINIMUM OF (2) TWO INCHES IN LENGTH, O.D. 5/8""  AND BE PRE-FILLED WITH INHIBITOR.  ENDS SHALL BE CONVER WITH COLOR CODED  CAPS ORANGE/BLUE.  ON QUALIFIED PRODUCTS LIST EL-1353",100.0,EA,Each,0.35,35.0,MA1100GA080000080,Critical materials Supply Arrangement,DOM1100MAX22021,04/16/2012,TEC4570250,TECHLINE INC,9609 BECK CIR,,AUSTIN,TX,78758,US
80072,"Shoes, Safety Toe",RED WING / Alika Kaimikaua / Employee #10115294,0.0,,,0.0,171.0,MA7400GC100000003,RED WING / SHOES,DO860015012707420,01/27/2015,RED8315105,RED WING BRANDS OF AMERICA INC,3005 S. Lamar #115,,AUSTIN,TX,78704-4786,US
47573891020,Universal Cuff Adaptor 22mm I.D. Hudson RCI # 1421. 22mm,A020   Universal Cuff Adaptor. 22mm I.D. Latex Free HUDSON RCI  Item Number 1421,26.0,CASE,Case,16.0,416.0,MA9300GA120000098,medical supplies - emergency patient care for stock,DO930017062912949,06/29/2017,SOU4319250,SOUTHERN SAFETY SALES INC,1719 East 2ND ST,,AUSTIN,TX,78702-4413,US
20464,"Network Components: Adapter Cards, Bridges, Connec",17467-MGBIC-LC01-ENT 1000BASE SX MINI GBIC W/ LC CONN  Glen Bell Center,8.0,EA,Each,247.5,1980.0,,17467-Wireless access poins and installation for Public WIFI,CT560013091700971,09/17/2013,V00000905575,"Solid IT Networks, Inc.",845 East FM 407,,Argyle,TX,76226,US
34060111008,HYD PART AM DARLING 5-1/4 B-84B EXT KIT 24 INCH,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE_________,6.0,EA,Each,210.33,1261.98,MA2200GA130000108,Material needed at Glen Bell warehouse,DO220016011506383,01/15/2016,HUG8319237,HD SUPPLY WATERWORKS LTD,1301 WELLS BRANCH PKWY,,PFLUGERVILLE,TX,78660,US
40502304584,E85 - ETHANOL,,0.0,,,0.0,23191.74,MA7800GA080000075,"Sun Coast  May 7 - May 13, 2010",DO780010050719431,05/07/2010,SUN4497225,SUN COAST RESOURCES INC,6922 CAVALCADE,,HOUSTON,TX,77028-,US
2001076,"SHIRTS, GOLF, POLO TYPE, JERSEY KNIT, LONG SLEEVE","SHIRT, 100% PLYESTER PIQUE WITH COLDBLACK? FINISH SHORT SLEEVE COLOR BLACK FECHHEIMER VERTX ITEM VTX4000BK.  SIZES: 9-SMALL, 20-MEDIUM, 25-LARGE, 25-XLARGE AND 4-2XL.  PER YOUR QUOTE DATED 6/13/11",83.0,EA,Each,31.95,2651.85,,141 VERTEX SHIRTS,PO870011061505803,06/15/2011,VS0000016735,LONE STAR UNIFORMS INC,PO BOX 692348,,HOUSTON,TX,77269-2348,US
80086351007,"BOOT STEEL TOE, STEEL MIDSOLE SIZE 11",RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,12.0,PR,Pair,26.85,322.2,MA7400GC130000008,Materials needed at Glen Bell warehouse,DO220015080718432,08/10/2015,MSC6003170,SID TOOL CO INC,121 Interpark Blvd Ste 1203,,SAN ANTONIO,TX,78216,US
4052344,"LUBRICANT, CHAIN AND CABLE","COMPOUND, PULLING, FOR PULLING PE JACKETED ELECTRIC CABLE, 1 GALLON CAN.  ANY CABLE PULLING COMPPOUND WITH COLOR DYE IN IT WILL NOT BE ACCEPTED  ON QPL-EL 792",24.0,GAL,Gallon,8.55,205.2,MA1100GA130000027,Generated by reorder 11/5/16 2:06 PM.,DOM1100MAX62356,11/08/2016,TEC4570250,TECHLINE INC,9609 BECK CIR,,AUSTIN,TX,78758,US
20454,"Microcomputers, Handheld, Laptop, and Notebook",1003045-Ross CLark-  Precision Mobile M4400,1.0,EA,Each,1932.81,1932.81,MA5600GC100000001,1003045-Ross CLark-  Precision Mobile M4400,DO560010050719483,05/12/2010,VS0000022603,"Summus Industries, Inc.",245 COMMERCE GREEN BLVD STE 155,,SUGAR LAND,TX,77478,US
2852614,"CONDUIT, STEEL, GALVANIZED, RIGID, ZINC COATED, HO","CONNECTOR, COMPRESSION SELF-INSULATED, SERVICE.  FOR 1/0-7 STRAND  ALUMINUM AND 1/0-6/1 ACSR TO 1/0 STRANDED COPPER.  METALLIC LINKIT  SHALL BE OF HIGH CONDUCTIVITY ALUMINUM AND BE A MINIMUM OF (2) TWO  INCHES IN LENGTH, O.D. 5/8 INCH AND BE PREFILLED WITH INHIBITOR.  ENDS SHALL BE COVERED WTIH COLOR CODED CAPS YELLOW/YELLOW.  ON QUALIFIED PRODUCTS LIST EL-1353  BLACKBURN IS ON HOLD UNTIL QUALITY ISSUES CAN BE RESOLVED EFFECTIVE  08/31/05 PER MIKE GAUB OF DISTRIBUTION STANDARDS.  12/01/05 REMOVE ALL BLACKBURN CONNECTORS PER MIKE GAUB.  REMOVED BURNDY AS A MFG DUE TO QUALITY ISSUES PER MIKE GAUB 7-7-06 DBS.",300.0,EA,Each,0.45,135.0,MA1100GA080000083,Critical materials Supply Arrangement,DOM1100MAX57317,04/07/2016,KBS6049140,KBS ELECTRICAL DISTRIBUTORS INC,504 E ST ELMO,,AUSTIN,TX,78745,US
28579,"Switches, Miscellaneous",,1.0,EA,Each,163.87,163.87,,alt. for side stream pump controls,PO220011011802341,01/18/2011,HIL7129155,HILL COUNTRY ELECTRIC SUPPLY,4801 FREIDRICH LN BLDG 2 STE 200,,AUSTIN,TX,78744,US
14545100004,BRUSH PAINT 2 IN,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,6.0,EA,Each,1.1,6.6,MA7400GC130000008,MSC material order for Webberville inventory,DO220018022707352,02/27/2018,MSC6003170,SID TOOL CO INC,121 Interpark Blvd Ste 1203,,SAN ANTONIO,TX,78216,US
34016,"Fire Alarm Systems, Power Sirens, and Controls","Inspection, maintenance, repair, and/or installation of fire alarm and fire suppression systems Citywide.",0.0,,,0.0,287.28,MA7400NC110000019,Fire alarm,DO860012101801564,09/30/2012,SIM8304509,SIMPLEX GRINNELL L P,1608 ROYSTON LN BLDG 1,,ROUND ROCK,TX,78664-9508,US
59575,"Trees, Ornamental and Shade",,2.0,EA,Each,13.5,27.0,MA1100GA110000023,mitigation trees,DOM1100MAX57260,04/05/2016,NAT3374500,NATIVE TEXAS NURSERY INC,16019 MILO ROAD,,AUSTIN,TX,78725-4826,US
28581,"Tools, Electricians' and Lineman's (Including Cabl","FAULT INDICATOR FOR 1/0 TO 500 MCM CABLE, FOR PADMOUNT EQUIPMENT, AUTO  RESET ON TIME AND CURRENT, PROXIMITY IMMUNITY TO AT LEAST 2.3"" AT 10KA,  AUTO IN-RUSH RESTRAINT, LOAD TRACKING ABOVE 40 AMPS,ELBO OR CABLE  MOUNTED, CLOSED CORE, UV PROTECTED, HOT STICK APPLIED. MUST MEET OR  EXCEED ANSI/IEEE STANDARD  495-1986. PACKED TWO PER CARTON.  IN QPL EL-14259.",50.0,EA,Each,144.0,7200.0,MA1100GA080000104,Generated by reorder 1/7/11 3:00 AM.,DOM1100MAX10492,01/07/2011,KBS6049140,KBS ELECTRICAL DISTRIBUTORS INC,PO BOX 40748,,AUSTIN,TX,78704-,US
67070381001,VALVE BALL BRONZE FIP 300 PSI LEVER HANDLE 3/4IN,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 8/30/18,10.0,EA,Each,44.25,442.5,MA2200GA180000023,Ferguson material for AWWBSC,DO220018081614562,08/16/2018,FER1841250,FERGUSON ENTERPRISES INC,FERGUSON WATERWORKS #1105,200 PARK CENTRAL BLVD,GEORGETOWN,TX,78626-9999,US
28080,"Underground Cables and Wires, Solid and Stranded,","CABLE,15KV,1000 MCM,COMPACT COPPER,JACKETED,CONCENTRIC NEUTRAL, SINGLE  CONDUCTOR,EPR INSULATION.WIRE SHALL BE FURNISHED ON RETURNABLE STEEL REELS.  MAX FLANGE MEASUREMENT 90"" AND MAX OUTSIDE TO OUTSIDE WIDTH MEASUREMENT  50 1/4"" PURCHASING FOOTAGE SHALL BE 1800 FT +/- 10% .  REPLACES EUD#28080130003 PER G NOBLE NEW DCS 6/11/98.  ON QUALIFIED PRODUCTS LIST EL1532 AND PURCHASING SPEC E992.",1852.0,FT,Foot,20.49,37947.48,MA1100GA080000079,Critical materials Supply Arrangement,DOM1100MAX40147,05/30/2014,VC0000100372,POWER SUPPLY INC,2003 RUTLAND DR,,AUSTIN,TX,78758-5412,US
20464,"Network Components: Adapter Cards, Bridges, Connec",WS-C3560CX-12PC-S Cisco Catalyst 3560-CX 12 Port PoE IP Base  CAB-TA-NA North America AC Type A Power Cable  24978 - Quote #AAAQ23872-0 - Contract #DIR-TSO-2542,10.0,EA,Each,1047.5,10475.0,MA5600NC170000003,24978 - Switches - Aviation,DO560016122004825,12/20/2016,VS0000031769,Netsync Network Solutions,2500 West Loop South #510,,Houston,TX,77027,US
54523,"Impact Tools, Air Powered (Not Road Building)",,0.0,,,0.0,190.5,MA7400GC140000005,"Home Depot/North/grinder, blades, torch ignitor",DO620016090619339,09/06/2016,VC0000101405,HOME DEPOT USA INC,STORE SUPPORT CENTER,"2455 PACES FERRY RD, NW",ATLANTA,GA,30339,US
20092,Work Clothes,TIMOTHY SCHREINER,0.0,,,0.0,260.0,MA9300GA110000054,UNIFORM TIMOTHY SCHREINER,DO930012103102467,10/31/2012,MIL3235500,MILLER UNIFORMS & EMBLEMS INC,650 CANION ST,,AUSTIN,TX,78752-3510,US
2852617,"CONDUIT, FLEXIBLE, STEEL, GALVANIZED, REDUCED WALL","CONNECTOR, CABLE 8.3/14.4 KV, ELBOW, LOAD BREAK WITH TEST  POINT, FOR #2 COPPER 15 KV, CONCENTRIC NEUTRAL URD CABLE  MOLDED RUBBER SHIELDING, CABLE INSULATION DIAMETER RANGE,  .775"" TO .885"".  On Qualified Products List EL940",30.0,EA,Each,22.43,672.9,MA1100GA130000028,Generated by reorder 7/17/18 3:21 AM.,DOM1100MAX76310,07/17/2018,KBS6049140,KBS ELECTRICAL DISTRIBUTORS INC,6406 Burleson Road,Suite 110,AUSTIN,TX,78744,US
89049230011,BEND CI MECH JT 22-1/2 DEG 8 IN,RC LN_______ QTY DEL_________P/F_____ B/O____DEL DATE______________    DELIVERY DATE SHALL BE NO LATER THAN 11/30/2018,1.0,EA,Each,76.11,76.11,MA2200GA140000108,CM material for AWWBSC,DO220018111603208,11/16/2018,HUG8319237,Core & Main LP,1301 WELLS BRANCH PKWY,,PFLUGERVILLE,TX,78660,US
45024112001,CORD SASH POLY 1/4 IN. X 100 FT.,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE__________,5.0,EA,Each,5.57,27.85,,material needed at awgbsc,PO220014081104990,08/13/2014,WWG2097000,W W GRAINGER INC,7950 Research Blvd. Ste 101,,AUSTIN,TX,78758-8425,US
55085080009,"ARMS, MAST, TRAFFIC SIGNAL, STEEL 45' TYPE 2",Estimated cost 45' Mast Arm,2.0,EA,Each,2846.0,5692.0,MA6200NA080000161,Various Lengths of Mast Arm & Steel Poles,DO620012041812383,04/18/2012,STR7146335,STRUCTURAL & STEEL PRODUCTS,INC,1320 S UNIVERSITY DR STE 701,FORT WORTH,TX,76107-8061,US
28595,"Wiring Devices: Adapters, Caps, Connectors, Extens","INSULATING CAP WITH CONDUCTIVE CUFF WITH GROUND LEAD, FOR 200 AMP  LOADBREAK BUSHINGS.  ON QUALIFIED PRODUCTS LIST EL-066",40.0,EA,Each,21.0,840.0,MA1100GA130000030,Generated by reorder 9/8/17 3:16 AM.,DOM1100MAX69285,09/08/2017,VC0000100372,POWER SUPPLY INC,2003 RUTLAND DR,,AUSTIN,TX,78758-5412,US
46588402062,B062 SAM SLING II SIZE:X-LARGE,B062    SAM Pelvic Sling X- LARGE  SAM MEDICAL  Item Number SL556652-LG,20.0,EA,Each,53.57,1071.4,MA9300GA120000098,medical supplies,DO930012101901683,10/19/2012,BOU8303524,BOUND TREE MEDICAL L L C,PO BOX 8023,,DUBLIN,OH,43016-2023,US
20085,"Uniforms, Blended Fabric",,0.0,,,0.0,52.37,MA7400GC120000002,ServiceWear Apparel/Uniforms,DO620013010906500,01/09/2013,VC0000102859,SERVICEWEAR APPAREL INC,7135 CHARLOTT PIKE STE 100,,NASHVILLE,TN,37209,US
28534,"Fuses, Fuse Blocks and Holders, Links, etc.",FUSE LINK FITALL 10 AMP TYPE X  THIS REPLACES PART NUMBER 0000005680 FOR DISTRIBUTION APPLACTIONS.  MIN/ MAX ADJ. FOR ESD CRITICAL MATERIALS 31JUL06 DBS  ON QPL EL-70.,75.0,EA,Each,8.8,660.0,MA1100GA080000082,Critical materials Supply Arrangement,DOM1100MAX32356,07/12/2013,STU8321064,STUART C IRBY CO,PO BOX 1819,,JACKSON,MS,39215-1819,US
71535,"Electronic Publications: Directories, Dictionaries, Encyclop",,0.0,,,0.0,3105.04,MA8500GS110000012,"OverDrive, Downloadable, GF (100)",DO850013103002415,10/30/2013,VS0000016109,"OverDrive, Inc.",,,,,,
3209120,"WASHERS, BEVEL, GALVANIZED STEEL, SQUARE","WASHER, BELLVILLE SPRING, 6000 LBS LOAD, 1/2 INCH, 301 ALLOY STAINLESS  STEEL, 1.125 INCH O.D. X .515 I.D. X .125 INCH THICK. PACKING WILL BE  10 PIECES PER BOX. ON QUALIFIED PRODUCTS LIST EL-188",1000.0,EA,Each,0.8,800.0,MA1100GA080000082,Critical materials Supply Arrangement,DOM1100MAX54558,12/15/2015,STU8321064,STUART C IRBY COMPANY,6517 Burleson Road,5221 Industrial Way Dr,Austin,TX,78744,US
2852610,"CONDUIT, STEEL, FLEXIBLE, U.L. APPROVED, STANDARD","TIES, PREFORMED FOR SINGLE PIN CONSTUCTION, FOR USE ON 55-4  CLASS INSULATOR.  On Qualified Products List EL210",100.0,EA,Each,5.75,575.0,MA1100GA080000078,Critical materials Supply Arrangement,DOM1100MAX50574,07/14/2015,TEX4799500,TEXAS ELECTRIC COOPERATIVES,1122 Colorado ST 24th Floor,,Austin,TX,78701,US
45044121003,WATER COOLER PLASTIC W/PRESSURE FIT LID 5 GALLONS,RC LN______ QTY DEL_____ P/F_____ B/O_____ DEL DATE_________,8.0,EA,Each,24.73,197.84,MA7400GC110000003,material needed at wbsc,DO220011092225651,09/22/2011,WWG2097000,W W GRAINGER INC,7950 Research Blvd. Ste 101,,AUSTIN,TX,78758-8425,US
2007088,"SHIRTS, TEE, MEN'S AND BOY'S, 100% COTTON JERSEY K",t shirts for afd support staff  l/s shirts,799.8,DOL,Dollar,1.0,799.8,,t shirts l/s afd,PO830011012102460,01/21/2011,CUS8310674,CUSTOM APPAREL L L C,PO BOX 421,,MOUNT FREEDOM,NJ,07970-0421,US
2850336,"ARRESTERS, LIGHTNING","AUTO17690, 5, 16478",25.0,EA,Each,31.7,792.5,MA1100GA080000080,"St. Elmo, GA080000080, Techline",DO110010051920548,05/19/2010,TEC4570250,TECHLINE INC,9609 BECK CIR,,AUSTIN,TX,78758,US
68034,Citation Issuance Devices and Supplies,Service,1.0,EA,Each,650.0,650.0,MA5600NA120000107,#16842-citation issuance devices and supplies,DO560013030109761,03/05/2013,VS0000035506,Brazos Technology Corporation,526 University Dr. East,Suite 201A,College Station,TX,77840,US
3403480,"SUSPENDERS, FIREFIGHTER, RED","36 - Suspenders, MP, Regular(41"" - 45"")/SP-DFSQ-R OPSSA-SPP/34034802002    18 - Suspenders, MP, Long(46""-50"")/SP-DFSQ-L OPSSA-SPP/34034802003",0.0,,,0.0,1511.46,MA8300GA100000001,"36 Suspenders (41"" - 45"")  18 Suspenders (46""-50"")",DO830013082720191,08/27/2013,VC0000102008,MORNING PRIDE MANUFACTURING LLC,1 INNOVATION CT,,DAYTON,OH,45414,US
2001652,"JACKETS AND LINERS, MILITARY, FIELD, COLD WEATHER,","WearGuard Waterproof Nylon Jacket #82001, Black, Size Medium w/ABIA Logo in White lettering",4.0,EA,Each,69.99,279.96,,Jackets for Security/OPSEC  MAX PO# 7616,PO810016120800809,12/08/2016,ARA0282750,ARAMARK UNIFORM SERVICES INC,1057 SOLUTIONS CENTER,,CHICAGO,IL,60677-1000,US
20147201010,RANGER HAT WIDE BRIM XLARGE KAKI,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,15.0,EA,Each,8.49,127.35,MA7400GC130000008,Materials needed at Webberville warehouse,DO220015042212422,04/22/2015,MSC6003170,SID TOOL CO INC,121 Interpark Blvd Ste 1203,,SAN ANTONIO,TX,78216,US
20045321020,RAINCOAT PVC/VENTED CAPE W/DET HOOD YELLOW 60 IN. LONG XL,RC LN________QTY DEL________P/F_____B/O_____DEL DATE_________,2.0,EA,Each,10.19,20.38,,material needed at wbsc,PO220014092405750,09/26/2014,WWG2097000,W W GRAINGER INC,7950 Research Blvd. Ste 101,,AUSTIN,TX,78758-8425,US
2808090,"CABLE, POWER, TYPE XLPE","CABLE, POWER, ALUMINUM, 15KV 1/0 AWG, 3 CONDUCTOR, XLPE 133% INSULATION,1/3 NEUTRAL, PER SPECIFICATION E-1531D, ON QPL EL-1473.  REDUCED NEUTRAL ONLY. REEL SHALL BE NON-RETURNABLE WOOD WITH PRESSED IN  METAL HUB 3-1/16"" OR GREATER ARBOR HOLE. STEEL PLATE HUBS ARE NOT ACCEPTED.  HOLE MAX FLANGE MEASUREMENT SHALL BE 66""  AND MAX OUTSIDE TO OUTSIDE MEASUREMENT 42"".  PURCHASING FOOTAGE SHALL BE  3000 FT, + OR - 10%.  BEGIN STOCKING PER NEW DCS ON 6/17/98.",3300.0,FT,Foot,2.0,6600.0,MA1100GA080000084,Critical materials Supply Arrangement,DOM1100MAX34658,10/23/2013,PRI3766500,PRIESTER-MELL & NICHOLSON INC,601 E 56TH ST,,AUSTIN,TX,78751-1404,US
34060541099,HYD PART AMERICAN DARLING B84B MAIN HYD VALVE 84-41,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE__________,15.0,EA,Each,46.33,694.95,MA2200GA130000017,material needed at awgbsc,DO220014072517549,07/25/2014,HUG8319237,HD SUPPLY WATERWORKS LTD,1301 WELLS BRANCH PKWY,,PFLUGERVILLE,TX,78660,US
2853418,"LINKS, FUSE","BASE, MOUNTING, NETWORK, FOR REPLACEABLE LINK LIMITER.  On Qualified Products List EL622",20.0,EA,Each,19.4,388.0,MA1100GA080000188,Generated by reorder 3/30/12 2:30 PM.,DOM1100MAX21668,03/30/2012,STU8321064,STUART C IRBY CO,9705 BECK CIRCLE,,AUSTIN,TX,78758,US
47573856009,ICU Medical Dial-A-Flow  #SPF9800 .19 inch Extension Set w,item 546141,2.0,CASE,Case,120.0,240.0,,pillows & dial a flow,PO930012100400095,10/04/2012,GEN2007500,MCKESSON MEDICAL-SURGICAL INC,P.O. Box 933027,,Atlanta,GA,31193-3027,US
28528,"Cutouts, Pole Line Type","FUSE TUBE LINKBREAK HEAVY DUTY 100 AMP, 7.2KV, 16KA FAULT CURRENT RATING. FUSE TUBE LINER SHALL BE SYNTHETIC BONE FIBER MATERIAL, OR APPROVED EQUAL.   Will replace Item 15568 once cutover process complete DP. 6/28/12",60.0,EA,Each,51.0,3060.0,MA1100GA080000080,Critical materials Supply Arrangement,DOM1100MAX54997,01/07/2016,TEC4570250,TECHLINE INC,9609 BECK CIR,,AUSTIN,TX,78758,US
20811,"Application Software, Microcomputer","IBM - Part#: E08X1LL-IBM Rational Software Architect Extension for Integrated Architecture Frameworks -  Software Subscription and Support Renewal ( 1 year ) - 1 floating user single install- Passport Advantage Express - Linux, Win DIR-SDD-1034 08/01/2013 - 07/31/2014",1.0,EA,Each,554.0,554.0,MA5600NC130000004,#17651-Renewal for Enterprise Architect Software,DO560013073118466,07/31/2013,SHI7164260,SHI-GOVERNMENT SOLUTIONS INC,1250 S CAP OF TX HWY STE II350,,AUSTIN,TX,78746-6483,US
2045405,ACCESSORIES FOR LAPTOP COMPUTER,"ARB-WV-VC31-C: PANASONIC BACK SEAT  CAMERA, INCLUDES CABLE",30.0,EA,Each,396.45,11893.5,MA6400GA140000038,GTS $334594.90  QT0034203,DO640018113003664,11/30/2018,AUS0481500,"GTS Technology Solutions, Inc.",9211 Waterford Centre Blvd,Suite 202,Austin,TX,78758,US
4759903,LABORATORY SUPPLIES PER PRICE AGREEMENT,"Chloroform (CAS Number - 67-66-3) GR ACS, 500ml bottle, 6/case    Part No.: EMD Chemical - CX1055/13, or Buyer Approved Equal  (Will NOT Accept Acros Organics - AC42355-5000, contamination issues in Lab Analysis, issue being investigated by Fisher Scientific),",2.0,CASE,Case,309.0,618.0,MA8700GA100000008,Forensic Division & Chemistry Section Supplies,DO870010120605761,12/06/2010,CAP0980000,CAPITOL SCIENTIFIC INC,2500 RUTLAND DR,,AUSTIN,TX,78758-5243,US
